"iata_code";"language_id";"name"
"TXE";"EN";"Rembele Airport"
"TXF";"EN";"Teixeira de Freitas Airport"
"TXK";"EN";"Texarkana Regional - Webb Field Airport"
"TXL";"EN";"Berlin Tegel Airport"
"TXM";"EN";"Teminabuan Airport"
"TXN";"EN";"Huangshan Tunxi Intl Airport"
"TXQ";"EN";"Toulouse Matabiau Railway Stn"
"TXR";"EN";"Tanbar Airport"
"TXU";"EN";"Tabou Airport"
"TYA";"EN";"Tula Klokovo Airport"
"TYB";"EN";"Tibooburra Airport"
"TYD";"EN";"Tynda Airport"
"TYE";"EN";"Tyonek Airport"
"TYF";"EN";"Torsby Airport"
"TYG";"EN";"Thylungra Airport"
"TYL";"EN";"Talara Victor Monteas Arias Airport"
"TYM";"EN";"Staniel Cay Airport"
"TYN";"EN";"Taiyuan Wusu Intl Airport"
"TYO";"EN";"Tokyo Metropolitan Area"
"TYP";"EN";"Tobermorey Airport"
"TYR";"EN";"Tyler Pounds Regional Airport"
"TYS";"EN";"Knoxville McGhee Tyson Airport"
"TYT";"EN";"Treinta y Tres Airport"
"TYZ";"EN";"Taylor Airport"
"TZA";"EN";"Belize City Municipal Airport"
"TZC";"EN";"Caro Tuscola Area Airport"
"TZL";"EN";"Tuzla International Airport"
"TZM";"EN";"Tizimin Cupul Airport"
"TZN";"EN";"South Andros Congo Town Airport"
"TZO";"EN";"Ankisatra Tsimiroro Airport"
"TZX";"EN";"Trabzon Airport"
"UAB";"EN";"Adana Incirlik AB Airport"
"UAC";"EN";"San Luis Rio Colorado Airport"
"UAE";"EN";"Mount Aue Airport"
"UAH";"EN";"Ua Huka Airport"
"UAI";"EN";"Suai Airport"
"UAK";"EN";"Narsarsuaq Airport"
"UAL";"EN";"Luau Airport"
"UAM";"EN";"Guam Andersen AFB Airport"
"UAP";"EN";"Ua Pou Airport"
"UAQ";"EN";"San Juan Domingo F. Sarmiento Airport"
"UAR";"EN";"Bouarfa Airport"
"UAS";"EN";"Samburu Buffalo Spring Airport"
"UAX";"EN";"Uaxactun Airport"
"UBA";"EN";"Uberaba M. de Almeida Franco Airport"
"UBB";"EN";"Mabuiag Island Airport"
"UBI";"EN";"Buin Airport"
"UBJ";"EN";"Ube Yamaguchi-Ube Airport"
"UBN";"EN";"New Ulaanbaatar International Airport"
"UBP";"EN";"Ubon Ratchathani Airport"
"UBR";"EN";"Ubrub Airport"
"UBS";"EN";"Columbus Lowndes County Airport"
"UBT";"EN";"Ubatuba Gastao Madeira Airport"
"UBU";"EN";"Kalumburu Airport"
"UCA";"EN";"Utica Oneida County Airport"
"UCB";"EN";"Ulanqab Airport"
"UCC";"EN";"Mercury Yucca Airstrip Airport"
"UCE";"EN";"Eunice Airport"
"UCK";"EN";"Lutsk Airport"
"UCN";"EN";"Buchanan Airport"
"UCT";"EN";"Ukhta Airport"
"UCY";"EN";"Union City Everett-Stewart Rgnl Airport"
"UDA";"EN";"Undara Airport"
"UDD";"EN";"Palm Springs Bermuda Dunes Airport"
"UDE";"EN";"Uden Volkel AB Airport"
"UDI";"EN";"Uberlandia Cesar Bombonato Airport"
"UDJ";"EN";"Uzhhorod International Airport"
"UDN";"EN";"Udine Campoformido Airport"
"UDR";"EN";"Udaipur Maharana Pratap Airport"
"UEE";"EN";"Queenstown Airport"
"UEL";"EN";"Quelimane Airport"
"UEN";"EN";"Urengoy Airport"
"UEO";"EN";"Kumejima Airport"
"UER";"EN";"Puertollano Railway Station"
"UES";"EN";"Waukesha County Airport"
"UET";"EN";"Quetta International Airport"
"UFA";"EN";"Ufa Airport"
"UGA";"EN";"Bulgan Airport"
"UGB";"EN";"Pilot Point Ugashik Bay Airport"
"UGC";"EN";"Urgench International Airport"
"UGI";"EN";"Uganik San Juan (Uganik) SPB Airport"
"UGL";"EN";"Union Glacier"
"UGN";"EN";"Waukegan Regional Airport"
"UGO";"EN";"Uige Airport"
"UGR";"EN";"Burgos Railway Station"
"UGS";"EN";"Ugashik Airport"
"UGT";"EN";"Bulagtai Airport"
"UGU";"EN";"Bilogai Airport"
"UHE";"EN";"Uherske Hradiste Kunovice Airport"
"UIB";"EN";"Quibdo El Carano Airport"
"UIH";"EN";"Qui Nhon Phu Cat Airport"
"UII";"EN";"Utila Airport"
"UIK";"EN";"Ust-Ilimsk Airport"
"UIL";"EN";"Forks Quillayute Airport"
"UIN";"EN";"Quincy Regional (Baldwin Fld) Airport"
"UIO";"EN";"Quito Mariscal Sucre Intl Airport"
"UIP";"EN";"Quimper Pluguffan Airport"
"UIQ";"EN";"Quoin Hill Airport"
"UIR";"EN";"Quirindi Airport"
"UIT";"EN";"Jaluit Island Airport"
"UJE";"EN";"Ujae Island Airport"
"UJN";"EN";"Uljin Airport"
"UJU";"EN";"Uiju Airfield"
"UKA";"EN";"Ukunda Diani Airport"
"UKB";"EN";"Osaka Kobe Airport"
"UKG";"EN";"Ust-Kuyga Airport"
"UKH";"EN";"Mukhaizna Airport"
"UKI";"EN";"Ukiah Municipal Airport"
"UKK";"EN";"Ust-Kamenogorsk Airport"
"UKN";"EN";"Waukon Municipal Airport"
"UKR";"EN";"Mukeiras Airport"
"UKS";"EN";"Sevastopol Belbek Airport"
"UKT";"EN";"Quakertown Upper Bucks Airport"
"UKU";"EN";"Nuku Airport"
"UKX";"EN";"Ust-Kut Airport"
"UKY";"EN";"Kyoto Downtown Heliport"
"ULA";"EN";"San Julian Capitan J.D. Vazquez Airport"
"ULB";"EN";"Ulei Airport"
"ULD";"EN";"Ulundi Prince M. Buthelezi Airport"
"ULE";"EN";"Sule Airport"
"ULG";"EN";"Olgii Airport"
"ULH";"EN";"Al Ula Majeed Bin Abdulaziz Airport"
"ULI";"EN";"Ulithi Airport"
"ULK";"EN";"Lensk Airport"
"ULL";"EN";"Mull Airport"
"ULM";"EN";"New Ulm Municipal Airport"
"ULN";"EN";"Ulaanbaatar Chinggis Khaan Intl Airport"
"ULO";"EN";"Ulaangom Airport"
"ULP";"EN";"Quilpie Airport"
"ULQ";"EN";"Tulua Heriberto Gil Martinez Airport"
"ULS";"EN";"Mulatos Airport"
"ULU";"EN";"Gulu Airport"
"ULV";"EN";"Ulyanovsk Baratayevka Airport"
"ULX";"EN";"Ulusaba Airport"
"ULY";"EN";"Ulyanovsk Vostochny Airport"
"ULZ";"EN";"Uliastai Donoi Airport"
"UMA";"EN";"Punta de Maisi Airport"
"UMC";"EN";"Umba Airport"
"UMD";"EN";"Uummannaq Heliport"
"UME";"EN";"Umea Airport"
"UMI";"EN";"Quince Mil Airport"
"UMM";"EN";"Summit Airport"
"UMR";"EN";"Woomera RAAF Base Airport"
"UMS";"EN";"Ust-Maya Airport"
"UMT";"EN";"Umiat Airport"
"UMU";"EN";"Umuarama Orlando de Carvalho Airport"
"UMY";"EN";"Sumy Airport"
"UMZ";"EN";"Mena Intermountain Municipal Airport"
"UNA";"EN";"Ilha Comandatuba/Una Airport"
"UNC";"EN";"Unguia Airport"
"UND";"EN";"Kunduz Airport"
"UNE";"EN";"Qacha's Nek Airport"
"UNG";"EN";"Kiunga Airport"
"UNI";"EN";"Union Island Airport"
"UNK";"EN";"Unalakleet Airport"
"UNN";"EN";"Ranong Airport"
"UNR";"EN";"Ondorkhaan Airport"
"UNT";"EN";"Unst Baltasound Airport"
"UNU";"EN";"Juneau Dodge County Airport"
"UOA";"EN";"Moruroa Atoll Airport"
"UOL";"EN";"Buol Pogogul Airport"
"UOS";"EN";"Sewanee Franklin County Airport"
"UOX";"EN";"Oxford University-Oxford Airport"
"UPB";"EN";"Havana Playa Baracoa Airport"
"UPC";"EN";"Puerto de la Cruz Off-line Point"
"UPF";"EN";"Pforzheim Off-line Point"
"UPG";"EN";"Makassar Sultan Hasanuddin Airport"
"UPK";"EN";"Upernavik Kujalleq Heliport"
"UPL";"EN";"Upala Airport"
"UPN";"EN";"Uruapan Ignacio Lopez Rayon Airport"
"UPP";"EN";"Hawi Upolu Airport"
"UPR";"EN";"Upiara Airport"
"UPV";"EN";"Upavon Airport"
"URA";"EN";"Uralsk Ak Zhol Airport"
"URB";"EN";"Castilho Urubupunga Airport"
"URC";"EN";"Urumqi Diwopu Intl Airport"
"URD";"EN";"Burg Feuerstein Airport"
"URE";"EN";"Kuressaare Airport"
"URG";"EN";"Uruguaiana Rubem Berta Intl Airport"
"URI";"EN";"Uribe Airport"
"URJ";"EN";"Uray Airport"
"URM";"EN";"Uriman Airport"
"URN";"EN";"Urgun Airport"
"URO";"EN";"Rouen Vallee de Seine Airport"
"URR";"EN";"Urrao Airport"
"URS";"EN";"Kursk Vostochny Airport"
"URT";"EN";"Surat Thani Airport"
"URU";"EN";"Uroubi Airport"
"URY";"EN";"Gurayat Airport"
"URZ";"EN";"Uruzgan Airport"
"USA";"EN";"Concord Regional Airport"
"USC";"EN";"Union County Off-line Point"
"USH";"EN";"Ushuaia Malvinas Argentinas Airport"
"USI";"EN";"Mabaruma Airport"
"USJ";"EN";"Usharal Airport"
"USK";"EN";"Usinsk Airport"
"USL";"EN";"Useless Loop Airport"
"USM";"EN";"Ko Samui Airport"
"USN";"EN";"Ulsan Airport"
"USO";"EN";"Usino Airport"
"USQ";"EN";"Usak Airport"
"USR";"EN";"Ust-Nera Airport"
"USS";"EN";"Sancti Spiritus Airport"
"UST";"EN";"St Augustine Northeast Florida Rgnl Apt"
"USU";"EN";"Busuanga Francisco B. Reyes Airport"
"USX";"EN";"St Austell Railway Station"
"UTA";"EN";"Mutare Airport"
"UTB";"EN";"Muttaburra Airport"
"UTC";"EN";"Utrecht Soesterberg Airport"
"UTD";"EN";"Nutwood Downs Airport"
"UTG";"EN";"Quthing Airport"
"UTH";"EN";"Udon Thani International Airport"
"UTI";"EN";"Utti Airport"
"UTK";"EN";"Utirik Island Airport"
"UTL";"EN";"Torremolinos Railway Station"
"UTM";"EN";"Tunica Municipal Airport"
"UTN";"EN";"Upington Airport"
"UTO";"EN";"Utopia Creek Indian Mountain Airport"
"UTP";"EN";"U-Tapao Rayong-Pattaya Intl Airport"
"UTR";"EN";"Uttaradit Airport"
"UTS";"EN";"Ust-Tsilma Airport"
"UTT";"EN";"Umtata K.D. Matanzima Airport"
"UTU";"EN";"Ustupo Airport"
"UTW";"EN";"Queenstown Airport"
"UUA";"EN";"Bugulma Airport"
"UUD";"EN";"Ulan-Ude Mukhino Airport"
"UUK";"EN";"Kuparuk Ugnu-Kuparuk Airport"
"UUN";"EN";"Baruun-Urt Airport"
"UUS";"EN";"Yuzhno-Sakhalinsk Khomutovo Airport"
"UUU";"EN";"Manumu Airport"
"UVA";"EN";"Uvalde Garner Field Airport"
"UVE";"EN";"Ouvea Ouloup Airport"
"UVF";"EN";"St Lucia Hewanorra Intl Airport"
"UVI";"EN";"Jose Cleto Airport"
"UVL";"EN";"Kharga Airport"
"UVO";"EN";"Uvol Airport"
"UWA";"EN";"Ware Airport"
"UWE";"EN";"Wiesbaden Hbf Railway Station"
"UWP";"EN";"Wuppertal Hbf Railway Station"
"UYL";"EN";"Nyala Airport"
"UYN";"EN";"Yulin Yuyang Airport"
"UYU";"EN";"Uyuni Airport"
"UZC";"EN";"Uzice Ponikve Airport"
"UZH";"EN";"Unayzah Airport"
"UZM";"EN";"Hope Bay Hope Bay Airport"
"UZR";"EN";"Urdzhar Airport"
"UZU";"EN";"Curuzu Cuatia Airport"
"VAA";"EN";"Vaasa Airport"
"VAB";"EN";"Yavarate Airport"
"VAC";"EN";"Varrelbusch Airport"
"VAD";"EN";"Valdosta Moody AFB Airport"
"VAF";"EN";"Valence Chabeuil Airport"
"VAG";"EN";"Varginha Maj. Brig. Trompowsky Airport"
"VAH";"EN";"Vallegrande V.Villagomez Toledo Airport"
"VAI";"EN";"Vanimo Airport"
"VAK";"EN";"Chevak Airport"
"VAL";"EN";"Valenca Airport"
"VAM";"EN";"Maamigili Island Airport"
"VAN";"EN";"Van Ferit Melen Airport"
"VAO";"EN";"Suavanao Airport"
"VAP";"EN";"Valparaiso Rodelillo Airport"
"VAR";"EN";"Varna Airport"
"VAS";"EN";"Sivas Airport"
"VAT";"EN";"Vatomandry Airport"
"VAU";"EN";"Vatukoula Airport"
"VAV";"EN";"Vava'u International Airport"
"VAW";"EN";"Vardo Svartnes Airport"
"VAZ";"EN";"Val-d'Isere Off-line Point"
"VBA";"EN";"Ann Airport"
"VBC";"EN";"Mandalay Chan Mya Thazi Airport"
"VBG";"EN";"Lompoc Vandenberg AFB Airport"
"VBL";"EN";"Anshan Anshanxi Railway Stn"
"VBP";"EN";"Bokpyin Airport"
"VBR";"EN";"Vyborg Railway Station"
"VBS";"EN";"Verona Brescia/Montichiari Airport"
"VBT";"EN";"Vigo Bus Station"
"VBV";"EN";"Vanuabalavu Island Airport"
"VBY";"EN";"Visby Airport"
"VCA";"EN";"Can Tho International Airport"
"VCD";"EN";"Victoria River Downs Airport"
"VCE";"EN";"Venice Marco Polo Airport"
"VCF";"EN";"Valcheta Airport"
"VCH";"EN";"Vichadero Airport"
"VCL";"EN";"Chu Lai International Airport"
"VCP";"EN";"Sao Paulo Viracopos-Campinas Int Airport"
"VCR";"EN";"Carora Airport"
"VCS";"EN";"Con Dao Island Co Ong Airport"
"VCT";"EN";"Victoria Regional Airport"
"VCV";"EN";"Victorville S.Calif. Logistics Airport"
"VDA";"EN";"Ovda Airport"
"VDB";"EN";"Fagernes Leirin Airport"
"VDC";"EN";"P. Otacilio Figueiredo Airport"
"VDE";"EN";"Valverde El Hierro Airport"
"VDH";"EN";"Dong Hoi Airport"
"VDI";"EN";"Vidalia Regional Airport"
"VDM";"EN";"Viedma Gobernador E. Castello Airport"
"VDO";"EN";"Van Don International Airport"
"VDP";"EN";"Valle de La Pascua Airport"
"VDR";"EN";"Villa Dolores Airport"
"VDS";"EN";"Vadso Airport"
"VDT";"EN";"Montevideo Tres Cruces Bus Station"
"VDY";"EN";"Vidyanagar Jindal Airport"
"VDZ";"EN";"Valdez Pioneer Field Airport"
"VEE";"EN";"Venetie Airport"
"VEG";"EN";"Maikwak Airport"
"VEL";"EN";"Vernal Regional Airport"
"VER";"EN";"Veracruz Heriberto Jara Intl Airport"
"VEV";"EN";"Barakoma Airport"
"VEX";"EN";"Tioga Municipal Airport"
"VEY";"EN";"Vestmannaeyjar Airport"
"VFA";"EN";"Victoria Falls International Airport"
"VGA";"EN";"Vijayawada Airport"
"VGD";"EN";"Vologda Airport"
"VGO";"EN";"Vigo Airport"
"VGS";"EN";"General Villegas Airport"
"VGT";"EN";"Las Vegas North Las Vegas Apt Airport"
"VGZ";"EN";"Villagarzon Airport"
"VHC";"EN";"Saurimo Airport"
"VHM";"EN";"Vilhelmina Airport"
"VHN";"EN";"Van Horn Culberson County Airport"
"VHV";"EN";"Verkhnevilyuysk Airport"
"VHY";"EN";"Vichy Charmeil Airport"
"VHZ";"EN";"Vahitahi Airport"
"VIA";"EN";"Videira Angelo Ponzoni Airport"
"VIB";"EN";"Villa Constitucion Airport"
"VIC";"EN";"Vicenza Airport"
"VIE";"EN";"Vienna International Airport"
"VIF";"EN";"Vieste Heliport"
"VIG";"EN";"El Vigia Juan P. Perez Alfonso Airport"
"VIH";"EN";"Rolla/Vichy Rolla National Airport"
"VII";"EN";"Vinh Airport"
"VIJ";"EN";"Virgin Gorda Airport"
"VIL";"EN";"Dakhla Airport"
"VIN";"EN";"Vinnytsia Gavryshivka Intl Airport"
"VIO";"EN";"Vitoria Railway Station"
"VIQ";"EN";"Viqueque Airport"
"VIR";"EN";"Durban Virginia Airport"
"VIS";"EN";"Visalia Municipal Airport"
"VIT";"EN";"Vitoria Airport"
"VIU";"EN";"Viru Harbour Airport"
"VIV";"EN";"Vivigani Airport"
"VIX";"EN";"Vitoria E. de Aguiar Salles Airport"
"VIY";"EN";"Paris Villacoublay-Velizy Airport"
"VJB";"EN";"Xai-Xai Airport"
"VJI";"EN";"Abingdon Virginia Highlands Airport"
"VJQ";"EN";"Gurue Airport"
"VKG";"EN";"Rach Gia Airport"
"VKO";"EN";"Moscow Vnukovo Airport"
"VKR";"EN";"Krakow Glowny Railway Station"
"VKS";"EN";"Vicksburg Municipal Airport"
"VKT";"EN";"Vorkuta Airport"
"VLA";"EN";"Vandalia Municipal Airport"
"VLC";"EN";"Valencia Airport"
"VLD";"EN";"Valdosta Regional Airport"
"VLE";"EN";"Grand Canyon Valle Airport"
"VLG";"EN";"Villa Gesell Airport"
"VLI";"EN";"Port Vila Bauerfield Intl Airport"
"VLK";"EN";"Volgodonsk Airport"
"VLL";"EN";"Valladolid Airport"
"VLM";"EN";"Villamontes Rafael Pabon Airport"
"VLN";"EN";"Valencia Arturo Michelena Intl Airport"
"VLP";"EN";"Vila Rica Airport"
"VLR";"EN";"Vallenar Airport"
"VLS";"EN";"Valesdir Airport"
"VLU";"EN";"Velikiye Luki Airport"
"VLV";"EN";"Valera Antonio N. Briceno Airport"
"VLY";"EN";"Anglesey Valley Airport"
"VME";"EN";"Villa Mercedes Villa Reynolds Airport"
"VMI";"EN";"Puerto Valle Mi Dr.Juan Plate Airport"
"VMU";"EN";"Baimuru Airport"
"VNA";"EN";"Salavan Airport"
"VNC";"EN";"Venice Municipal Airport"
"VND";"EN";"Vangaindrano Airport"
"VNE";"EN";"Vannes Meucon Airport"
"VNL";"EN";"Vinales Bus Station"
"VNO";"EN";"Vilnius International Airport"
"VNR";"EN";"Vanrook Station Airport"
"VNS";"EN";"Varanasi Lal Bahadur Shastri Airport"
"VNT";"EN";"Ventspils Airport"
"VNX";"EN";"Vilankulos Airport"
"VNY";"EN";"Los Angeles Van Nuys Airport"
"VNZ";"EN";"Vicenza Railway Station"
"VOD";"EN";"Prague Vodochody Airport"
"VOG";"EN";"Volgograd Gumrak Airport"
"VOH";"EN";"Vohimarina Airport"
"VOI";"EN";"Voinjama Tenebu Airport"
"VOK";"EN";"Camp Douglas Volk Field Airport"
"VOL";"EN";"Volos Nea Anchialos Airport"
"VOT";"EN";"Votuporanga Domingos Pignatari Airport"
"VOZ";"EN";"Voronezh Chertovitskoye Airport"
"VPE";"EN";"Ondjiva Airport"
"VPG";"EN";"Vipingo Airport"
"VPN";"EN";"Vopnafjordur Airport"
"VPS";"EN";" Destin-Ft Walton Beach Airport"
"VPY";"EN";"Chimoio Airport"
"VPZ";"EN";"Valparaiso Porter Co. Municipal Airport"
"VQQ";"EN";"Jacksonville Cecil Airport"
"VQS";"EN";"Vieques A.Rivera Rodriguez Airport"
"VRA";"EN";"Varadero Juan G. Gomez Intl Airport"
"VRB";"EN";"Vero Beach Municipal Airport"
"VRC";"EN";"Virac Airport"
"VRD";"EN";"Radom Bus Station"
"VRE";"EN";"Vredendal Airport"
"VRI";"EN";"Varandey Airport"
"VRK";"EN";"Varkaus Airport"
"VRL";"EN";"Vila Real Airport"
"VRN";"EN";"Verona Villafranca Airport"
"VRO";"EN";"Varadero Kawama Airport"
"VRS";"EN";"Versailles Roy Otten Memorial Airport"
"VRU";"EN";"Vryburg Airport"
"VRY";"EN";"Vaeroy Heliport"
"VSA";"EN";"Villahermosa C.Rovirosa Perez Intl Apt"
"VSE";"EN";"Viseu Airport"
"VSF";"EN";"Springfield State Airport"
"VSG";"EN";"Luhansk International Airport"
"VSO";"EN";"Phuoclong Airport"
"VST";"EN";"Stockholm Vasteras Airport"
"VTB";"EN";"Vitebsk Vostochny Airport"
"VTE";"EN";"Vientiane Wattay Intl Airport"
"VTF";"EN";"Vatulele Island Airport"
"VTG";"EN";"Vung Tau Airport"
"VTI";"EN";"Vitoria Bus Station"
"VTL";"EN";"Vittel Champ de Courses Airport"
"VTM";"EN";"Nevatim AFB Airport"
"VTN";"EN";"Valentine Miller Field Airport"
"VTU";"EN";"Las Tunas Hermanos Ameijeiras Airport"
"VTZ";"EN";"Vishakhapatnam Airport"
"VUP";"EN";"Valledupar Alfonso Lopez Pumarejo Apt"
"VUS";"EN";"Veliky Ustyug Airport"
"VUU";"EN";"Liwonde Mvuu Camp Airport"
"VVB";"EN";"Mahanoro Airport"
"VVC";"EN";"Villavicencio Vanguardia Airport"
"VVI";"EN";"Santa Cruz Viru Intl Airport"
"VVK";"EN";"Vastervik Airport"
"VVN";"EN";"Malvinas Airport"
"VVO";"EN";"Vladivostok Knevichi Airport"
"VVZ";"EN";"Illizi Takhamalt Airport"
"VWA";"EN";"Shenyang Shenyangbei Railway Stn"
"VWB";"EN";"Changchun Railway Station"
"VXC";"EN";"Lichinga Airport"
"VXE";"EN";"Sao Vicente Island Sao Pedro Airport"
"VXO";"EN";"Vaxjo Smaland Airport"
"VYD";"EN";"Vryheid Airport"
"VYI";"EN";"Vilyuysk Airport"
"VYS";"EN";"Peru Illinois Valley Rgnl Airport"
"WAA";"EN";"Wales Airport"
"WAB";"EN";"Wabag Airport"
"WAC";"EN";"Waca Airport"
"WAD";"EN";"Andriamena Airport"
"WAE";"EN";"Wadi al Dawaser Airport"
"WAF";"EN";"Wana Airport"
"WAG";"EN";"Whanganui Airport"
"WAH";"EN";"Wahpeton Harry Stern Airport"
"WAI";"EN";"Antsohihy Ambalabe Airport"
"WAJ";"EN";"Wawoi Falls Airport"
"WAK";"EN";"Ankazoabo Airport"
"WAL";"EN";"Wallops Island Wallops Flt Facility Apt"
"WAM";"EN";"Ambatondrazaka Airport"
"WAN";"EN";"Waverney Airport"
"WAO";"EN";"Wabo Airport"
"WAP";"EN";"Alto Palena Airport"
"WAQ";"EN";"Antsalova Airport"
"WAR";"EN";"Waris Airport"
"WAS";"EN";"Washington Metropolitan Area"
"WAT";"EN";"Waterford Airport"
"WAU";"EN";"Wauchope Airport"
"WAV";"EN";"Wave Hill Airport"
"WAW";"EN";"Warsaw Frederic Chopin Airport"
"WAX";"EN";"Zuara Airport"
"WAY";"EN";"Waynesburg Green County Airport"
"WAZ";"EN";"Warwick Airport"
"WBA";"EN";"Seram Island Wahai Airport"
"WBB";"EN";"Stebbins Airport"
"WBC";"EN";"Wapolu Airport"
"WBD";"EN";"Befandriana Airport"
"WBE";"EN";"Bealanana Ankaizina Airport"
"WBG";"EN";"Schleswig Jagel Airport"
"WBK";"EN";"West Branch West Branch Community Apt"
"WBM";"EN";"Wapenamanda Airport"
"WBN";"EN";"Woburn Cummings Park Airport"
"WBO";"EN";"Beroroha Antsoa Airport"
"WBQ";"EN";"Beaver Airport"
"WBR";"EN";"Big Rapids Roben-Hood Airport"
"WBU";"EN";"Boulder Municipal Airport"
"WBW";"EN";"Wilkes-Barre Wyoming Valle Airport"
"WCA";"EN";"Castro Gamboa Airport"
"WCC";"EN";"West Coast Cities Off-line Point"
"WCD";"EN";"Carosue Dam Airport"
"WCH";"EN";"Chaiten Airport"
"WCR";"EN";"Chandalar Lake Airport"
"WDA";"EN";"Wadi Ain Airport"
"WDG";"EN";"Enid Woodring Regional Airport"
"WDH";"EN";"Windhoek Hosea Kutako Intl Airport"
"WDI";"EN";"Wondai Airport"
"WDN";"EN";"Waldron Island Waldronaire Airport"
"WDR";"EN";"Winder Barrow County Airport"
"WDS";"EN";"Shiyan Wudangshan Airport"
"WEA";"EN";"Weatherford Regional Airport"
"WEC";"EN";"Wenchang Railway Station"
"WED";"EN";"Wedau Airport"
"WEF";"EN";"Weifang Airport"
"WEH";"EN";"Weihai Dashuibo Airport"
"WEI";"EN";"Weipa Airport"
"WEL";"EN";"Welkom Airport"
"WEP";"EN";"Weam Airport"
"WES";"EN";"Weasua Airport"
"WET";"EN";"Waghete Airport"
"WEW";"EN";"Wee Waa Airport"
"WFB";"EN";"Ketchikan Harbor SPB Airport"
"WFD";"EN";"Woodford Airport"
"WFI";"EN";"Fianarantsoa Airport"
"WFK";"EN";"Frenchville Airport"
"WGA";"EN";"Wagga Wagga Airport"
"WGC";"EN";"Warangal Airport"
"WGE";"EN";"Walgett Airport"
"WGF";"EN";"Manama Off-line Point"
"WGN";"EN";"Shaoyang Wugang Airport"
"WGO";"EN";"Winchester Regional Airport"
"WGP";"EN";"Waingapu Umbu Mehang Kunda Airport"
"WGT";"EN";"Wangaratta Airport"
"WGU";"EN";"Wagau Airport"
"WGY";"EN";"Wagny Airport"
"WGZ";"EN";"Manly Off-line Point"
"WHD";"EN";"Hyder Sea Plane Base Airport"
"WHF";"EN";"Wadi Halfa Airport"
"WHK";"EN";"Whakatane Airport"
"WHL";"EN";"Welshpool Airport"
"WHO";"EN";"Franz Josef Glacier Airport"
"WHP";"EN";"Los Angeles Whiteman Airport"
"WHS";"EN";"Whalsay Airport"
"WHT";"EN";"Wharton Regional Airport"
"WHU";"EN";"Wuhu Airport"
"WHZ";"EN";"Wuhan Railway Station"
"WIB";"EN";"Vernon Wilbarger County Airport"
"WIC";"EN";"Wick Airport"
"WIE";"EN";"Wiesbaden AAF Airport"
"WIK";"EN";"Waiheke Island Airport"
"WIL";"EN";"Nairobi Wilson Airport"
"WIN";"EN";"Winton Airport"
"WIO";"EN";"Wilcannia Airport"
"WIR";"EN";"Wairoa Airport"
"WIT";"EN";"Wittenoom Airport"
"WIU";"EN";"Witu Airport"
"WJA";"EN";"Woja Island Airport"
"WJF";"EN";"Lancaster General William J. Fox Airport"
"WJR";"EN";"Wajir Airport"
"WJU";"EN";"Wonju Airport"
"WKA";"EN";"Wanaka Airport"
"WKB";"EN";"Warracknabeal Airport"
"WKF";"EN";"Pretoria Waterkloof AFB Airport"
"WKI";"EN";"Hwange Airport"
"WKJ";"EN";"Wakkanai Airport"
"WKK";"EN";"Aleknagik Airport"
"WKL";"EN";"Waikoloa Heliport Airport"
"WKN";"EN";"Wakunai Airport"
"WKR";"EN";"Walker's Cay Airport"
"WLA";"EN";"Wallal Downs Airport"
"WLC";"EN";"Walcha Airport"
"WLD";"EN";"City Strother Field Airport"
"WLE";"EN";"Miles Airport"
"WLG";"EN";"Wellington International Airport"
"WLH";"EN";"Walaha Airport"
"WLI";"EN";"Wenling Railway Station"
"WLK";"EN";"Selawik Airport"
"WLL";"EN";"Wollogorang Airport"
"WLM";"EN";"Waltham Airport"
"WLO";"EN";"Waterloo Airport"
"WLP";"EN";"West Angelas Airport"
"WLR";"EN";"Loring Sea Plane Base Airport"
"WLS";"EN";"Wallis Island Hihifo Airport"
"WLW";"EN";"Willows Glenn County Airport"
"WMA";"EN";"Mandritsara Airport"
"WMB";"EN";"Warrnambool Airport"
"WMC";"EN";"Winnemucca Municipal Airport"
"WMD";"EN";"Mandabe Airport"
"WME";"EN";"Mount Keith Airport"
"WMH";"EN";"Mountain Home Ozark Regional Airport"
"WMI";"EN";"Nowy Dwor Mazowiecki Modlin Airport"
"WMK";"EN";"Meyers Chuck Sea Plane Base Airport"
"WML";"EN";"Malaimbandy Airport"
"WMN";"EN";"Maroantsetra Airport"
"WMO";"EN";"White Mountain Airport"
"WMP";"EN";"Mampikony Airport"
"WMR";"EN";"Mananara Avaratra Airport"
"WMT";"EN";"Zunyi Maotai Airport"
"WMV";"EN";"Madirovalo Airport"
"WMX";"EN";"Wamena Airport"
"WNA";"EN";"Napakiak Airport"
"WNC";"EN";"Winchester Bus Station"
"WND";"EN";"Windarra Airport"
"WNE";"EN";"Wora na Yeno Airport"
"WNH";"EN";"Wenshan Puzhehei Airport"
"WNI";"EN";"Matahora Airport"
"WNN";"EN";"Wunnummin Lake Airport"
"WNP";"EN";"Naga Airport"
"WNR";"EN";"Windorah Airport"
"WNS";"EN";"Nawabshah Airport"
"WNU";"EN";"Wanuma Airport"
"WNZ";"EN";"Wenzhou Yongqiang Intl Airport"
"WOA";"EN";"Wonenara Airport"
"WOE";"EN";"Bergen op Zoom Woensdrecht AB Airport"
"WOG";"EN";"Woodgreen Airport"
"WOK";"EN";"Uonquen Airport"
"WOL";"EN";"Wollongong Illawarra Airport"
"WON";"EN";"Wondoola Airport"
"WOR";"EN";"Ankorefo Moramba Airport"
