"iata_code";"language_id";"name"
"DCU";"EN";"Decatur Pryor Field Regional Airport"
"DCY";"EN";"Daocheng Yading Airport"
"DDB";"EN";"Dongguan CZ Bus Station"
"DDC";"EN";"Dodge City Regional Airport"
"DDD";"EN";"Dhaalu Airport"
"DDG";"EN";"Dandong Langtou Airport"
"DDI";"EN";"Daydream Island Heliport"
"DDM";"EN";"Dodoima Airport"
"DDN";"EN";"Delta Downs Airport"
"DDU";"EN";"Dadu Airport"
"DDV";"EN";"Changsha Railway Station"
"DEA";"EN";"Dera Ghazi Khan International Airport"
"DEB";"EN";"Debrecen Airport"
"DEC";"EN";"Decatur Airport"
"DED";"EN";"Dehra Dun Jolly Grant Airport"
"DEE";"EN";"Yuzhno-Kurilsk Mendeleyevo Airport"
"DEF";"EN";"Dezful Airport"
"DEH";"EN";"Decorah Municipal Airport"
"DEI";"EN";"Denis Island Airport"
"DEL";"EN";"Delhi Indira Gandhi Intl Airport"
"DEM";"EN";"Dembi Dolo Airport"
"DEN";"EN";"Denver International Airport"
"DEO";"EN";"Dearborn Hyatt Regency H/P Heliport"
"DEP";"EN";"Deparijo Airport"
"DEQ";"EN";"Deqing Moganshan Airport"
"DER";"EN";"Derim Airport"
"DES";"EN";"Desroches Island Airport"
"DET";"EN";"Detroit Coleman A. Young Muni Airport"
"DEX";"EN";"Yahukimo Nop Goliath Airport"
"DEY";"EN";"Deyang Bus Station"
"DEZ";"EN";"Deir ez Zor Airport"
"DFI";"EN";"Defiance Memorial Airport"
"DFP";"EN";"Drumduff Airport"
"DFW";"EN";"Dallas/Fort Worth Intl Airport"
"DGA";"EN";"Dangriga Airport"
"DGC";"EN";"Degeh Bur Airport"
"DGD";"EN";"Dalgaranga Gold Mine Airport"
"DGE";"EN";"Mudgee Airport"
"DGF";"EN";"Douglas Lake Airport"
"DGG";"EN";"Daugo Island Fishermans Heliport"
"DGK";"EN";"Dugong Beach Lodge Airport"
"DGL";"EN";"Douglas/Bisbee Douglas Municipal Airport"
"DGM";"EN";"Colombo Dandugama SPB Airport"
"DGN";"EN";"Dahlgren NSWC Airport"
"DGO";"EN";"Durango Guadalupe Victoria Int Airport"
"DGP";"EN";"Daugavpils International Airport"
"DGR";"EN";"Dargaville Airport"
"DGT";"EN";"Dumaguete Sibulan Airport"
"DGU";"EN";"Dedougou Airport"
"DGW";"EN";"Douglas Converse County Airport"
"DHA";"EN";"Dhahran King Abdulaziz Airport"
"DHB";"EN";"Deer Harbor Sea Plane Base Airport"
"DHD";"EN";"Durham Downs Airport"
"DHF";"EN";"Abu Dhabi Al Dhafra AB Airport"
"DHG";"EN";"Dalnegorsk Airport"
"DHI";"EN";"Dhangarhi Airport"
"DHL";"EN";"Dhala Airport"
"DHM";"EN";"Dharamsala Kangra Airport"
"DHN";"EN";"Dothan Regional Airport"
"DHO";"EN";"Horn River Heliport"
"DHR";"EN";"Den Helder De Kooy Airport"
"DHT";"EN";"Dalhart Municipal Airport"
"DHU";"EN";"Zhuzhou Railway Station"
"DIA";"EN";"Doha International Airport"
"DIB";"EN";"Dibrugarh Mohanbari Airport"
"DIE";"EN";"Antsiranana Arrachart Airport"
"DIG";"EN";"Deqen Shangri-La Airport"
"DIJ";"EN";"Dijon Longvic Airport"
"DIK";"EN";"Dickinson T.Roosevelt Regional Airport"
"DIL";"EN";"Dili Pres. Nicolau Lobato Airport"
"DIM";"EN";"Dimbokro Ville Airport"
"DIN";"EN";"Dien Bien Phu Airport"
"DIO";"EN";"Diomede Heliport"
"DIP";"EN";"Diapaga Airport"
"DIQ";"EN";"Divinopolis Brigadeiro Cabral Airport"
"DIR";"EN";"Dire Dawa Aba Tenna D Yilma Intl Airport"
"DIS";"EN";"Dolisie Airport"
"DIU";"EN";"Diu Airport"
"DIV";"EN";"Divo Airport"
"DIW";"EN";"Dikwella Mawella Lagoon SPB Airport"
"DIY";"EN";"Diyarbakir Airport"
"DJA";"EN";"Djougou Airport"
"DJB";"EN";"Jambi Sultan Thaha Airport"
"DJE";"EN";"Djerba Zarsis Airport"
"DJG";"EN";"Djanet Tiska Airport"
"DJH";"EN";"Dubai Jebel Ali SPB Airport"
"DJJ";"EN";"Jayapura Sentani Airport"
"DJM";"EN";"Djambala Airport"
"DJN";"EN";"Delta Junction Airport"
"DJO";"EN";"Daloa Airport"
"DJU";"EN";"Djupivogur Airport"
"DKA";"EN";"Katsina Airport"
"DKI";"EN";"Dunk Island Airport"
"DKK";"EN";"Dunkirk Airport"
"DKL";"EN";"Kiwigana Lodge Heliport"
"DKR";"EN";"Dakar Leopold Sedar Senghor Airport"
"DKS";"EN";"Dikson Airport"
"DKV";"EN";"Docker River Airport"
"DLA";"EN";"Douala International Airport"
"DLB";"EN";"D'Albertis Airport"
"DLC";"EN";"Dalian Zhoushuizi Intl Airport"
"DLE";"EN";"Dole Tavaux Airport"
"DLF";"EN";"Del Rio Laughlin AFB Airport"
"DLG";"EN";"Dillingham Airport"
"DLH";"EN";"Duluth International Airport"
"DLI";"EN";"Da Lat Lien Khuong Airport"
"DLK";"EN";"Dulkaninna Airport"
"DLL";"EN";"Dillon County Airport"
"DLM";"EN";"Dalaman Airport"
"DLN";"EN";"Dillon Airport"
"DLR";"EN";"Dalnerechensk Airport"
"DLS";"EN";"The Dalles Columbia Gorge Rgnl Airport"
"DLU";"EN";"Dali Airport"
"DLV";"EN";"Delissaville Airport"
"DLY";"EN";"Dillon's Bay Airport"
"DLZ";"EN";"Dalanzadgad Gurvan Saikhan Airport"
"DMA";"EN";"Tucson Davis-Monthan AFB Airport"
"DMB";"EN";"Taraz Airport"
"DMD";"EN";"Doomadgee Airport"
"DME";"EN";"Moscow Domodedovo Airport"
"DMK";"EN";"Bangkok Don Mueang Int'l Airport"
"DMM";"EN";"Dammam King Fahd Intl Airport"
"DMN";"EN";"Deming Municipal Airport"
"DMO";"EN";"Sedalia Regional Airport"
"DMR";"EN";"Dhamar Airport"
"DMS";"EN";"Dammam SABTCO Bus Station"
"DMT";"EN";"Diamantino Airport"
"DMU";"EN";"Dimapur Airport"
"DNA";"EN";"Okinawa Kadena AB Airport"
"DNB";"EN";"Dunbar Airport"
"DND";"EN";"Dundee Airport"
"DNF";"EN";"Derna Martuba Airport"
"DNG";"EN";"Doongan Airport"
"DNH";"EN";"Dunhuang Airport"
"DNI";"EN";"Wad Madani Airport"
"DNK";"EN";"Dnipropetrovsk International Airport"
"DNL";"EN";"Augusta Daniel Field Airport"
"DNM";"EN";"Denham Airport"
"DNN";"EN";"Dalton Municipal Airport"
"DNO";"EN";"Dianopolis Airport"
"DNP";"EN";"Dang Tribhuvannagar Airport"
"DNQ";"EN";"Deniliquin Airport"
"DNR";"EN";"Dinard/St-Malo Pleurtuit Airport"
"DNS";"EN";"Denison Municipal Airport"
"DNU";"EN";"Dinangat Airport"
"DNV";"EN";"Danville Vermilion Regional Airport"
"DNX";"EN";"Dinder Galegu Airport"
"DNZ";"EN";"Denizli Cardak Airport"
"DOA";"EN";"Doany Airport"
"DOB";"EN";"Dobo Rar Gwamar Airport"
"DOC";"EN";"Dornoch Airport"
"DOD";"EN";"Dodoma Airport"
"DOE";"EN";"Djoemoe Airport"
"DOG";"EN";"Dongola Airport"
"DOH";"EN";"Doha Hamad International Airport"
"DOI";"EN";"Doini Island Airport"
"DOK";"EN";"Donetsk International Airport"
"DOL";"EN";"Deauville St Gatien Airport"
"DOM";"EN";"Dominica Melville Hall Airport"
"DON";"EN";"Dos Lagunas Airport"
"DOO";"EN";"Dorobisoro Airport"
"DOP";"EN";"Dolpa Airport"
"DOR";"EN";"Dori Airport"
"DOS";"EN";"Dios Airport"
"DOU";"EN";"Dourados F. de Matos Pereira Airport"
"DOV";"EN";"Dover-Cheswold Dover AFB Airport"
"DOX";"EN";"Dongara Airport"
"DOY";"EN";"Dongying Shengli Airport"
"DPA";"EN";"Chicago DuPage Airport"
"DPB";"EN";"Pampa Guanaco Airport"
"DPE";"EN";"Dieppe St Aubin Airport"
"DPG";"EN";"Dugway Michael AAF Airport"
"DPK";"EN";"Deer Park Airport"
"DPL";"EN";"Dipolog Airport"
"DPO";"EN";"Devonport Airport"
"DPS";"EN";"Denpasar-Bali Ngurah Rai Airport"
"DPT";"EN";"Deputatsky Airport"
"DPU";"EN";"Dumpu Airport"
"DQA";"EN";"Daqing Sartu Airport"
"DQM";"EN";"Duqm International Airport"
"DRA";"EN";"Mercury Desert Rock Airport"
"DRB";"EN";"Derby Airport"
"DRC";"EN";"Dirico Airport"
"DRD";"EN";"Dorunda Airport"
"DRE";"EN";"Drummond Island Airport"
"DRF";"EN";"Drift River Airport"
"DRG";"EN";"Deering Airport"
"DRH";"EN";"Dabra Airport"
"DRI";"EN";"DeRidder Beauregard Regional Airport"
"DRJ";"EN";"Drietabbetje Airport"
"DRK";"EN";"Drake Bay Airport"
"DRN";"EN";"Dirranbandi Airport"
"DRO";"EN";"Durango La Plata County Airport"
"DRR";"EN";"Durrie Airport"
"DRS";"EN";"Dresden Airport"
"DRT";"EN";"Del Rio International Airport"
"DRU";"EN";"Drummond Airport"
"DRV";"EN";"Dharavandhoo Island Airport"
"DRW";"EN";"Darwin International Airport"
"DRX";"EN";"Dresden Bus Station"
"DRY";"EN";"Drysdale River Airport"
"DSA";"EN";"Doncaster/Sheffield Robin Hood Airport"
"DSC";"EN";"Dschang Airport"
"DSD";"EN";"La Desirade Grande Anse Airport"
"DSE";"EN";"Dessie Kombolcha Airport"
"DSG";"EN";"Dilasag Airport"
"DSI";"EN";"Destin/Ft Walton Beach Executive Airport"
"DSK";"EN";"Dera Ismail Khan Airport"
"DSM";"EN";"Des Moines International Airport"
"DSN";"EN";"Ordos Ejin Horo Airport"
"DSO";"EN";"Sondok Airport"
"DSS";"EN";"Blaise Diagne International Airport"
"DST";"EN";"Dubai Seaplane Terminal"
"DSV";"EN";"Dansville Airport"
"DSX";"EN";"Dongsha Island Airport"
"DTA";"EN";"Delta Municipal Airport"
"DTB";"EN";"Siborong-Borong Silangit Airport"
"DTD";"EN";"Datadawai Airport"
"DTE";"EN";"Daet Bagasbas Airport"
"DTH";"EN";"Furnance Creek Airport"
"DTI";"EN";"Diamantina Airport"
"DTL";"EN";"Detroit Lakes Wething Field Airport"
"DTM";"EN";"Dortmund Airport"
"DTN";"EN";"Shreveport Downtown Apt Airport"
"DTR";"EN";"Decatur Island Decatur Shores Airport"
"DTT";"EN";"Detroit Metropolitan Area"
"DTU";"EN";"Wudalianchi Dedu Airport"
"DTW";"EN";"Detroit Metropolitan Wayne Co. Airport"
"DTZ";"EN";"Dortmund Hbf Railway Station"
"DUA";"EN";"Durant Regional - Eaker Field Airport"
"DUB";"EN";"Dublin International Airport"
"DUC";"EN";"Duncan Halliburton Field Airport"
"DUD";"EN";"Dunedin International Airport"
"DUE";"EN";"Dundo Airport"
"DUF";"EN";"Corolla Pine Island Airport"
"DUG";"EN";"Bisbee-Douglas Intl Airport"
"DUI";"EN";"Duisburg Hbf Railway Station"
"DUJ";"EN";"Dubois Jefferson County Airport"
"DUK";"EN";"Mtubatuba Dukuduku Airport"
"DUM";"EN";"Dumai Pinang Kampai Airport"
"DUQ";"EN";"Duncan Airport"
"DUR";"EN";"Durban King Shaka Intl Airport"
"DUS";"EN";"Duesseldorf International Airport"
"DUT";"EN";"Dutch Harbor Driftwood Bay AFS Airport"
"DVD";"EN";"Andavadoaka Airport"
"DVK";"EN";"Diavik Airport"
"DVL";"EN";"Devils Lake Regional Airport"
"DVN";"EN";"Davenport Municipal Airport"
"DVO";"EN";"Davao Francisco Bangoy Intl Airport"
"DVP";"EN";"Davenport Downs Airport"
"DVR";"EN";"Daly River Mission Airport"
"DVT";"EN";"Phoenix Deer Valley Airport"
"DWA";"EN";"Dwangwa Airport"
"DWB";"EN";"Soalala Airport"
"DWC";"EN";"Dubai Al Maktoum Intl Airport"
"DWD";"EN";"Dawadmi King Salman Abdulaziz Airport"
"DWH";"EN";"Houston David Wayne Hooks Mem. Airport"
"DWO";"EN";"Kotte Diyawanna Oya Airport"
"DWR";"EN";"Dwyer Air Base Airport"
"DWS";"EN";"Morin Dawa Banner Airport"
"DXA";"EN";"Les Deux Alpes Off-line Point"
"DXB";"EN";"Dubai International Airport"
"DXD";"EN";"Dixie Airport"
"DXE";"EN";"Madison Bruce Campbell Field Airport"
"DXR";"EN";"Danbury Airport"
"DYA";"EN";"Dysart Airport"
"DYG";"EN";"Zhangjiajie Hehua Airport"
"DYL";"EN";"Doylestown Airport"
"DYM";"EN";"Diamantina Lakes Airport"
"DYN";"EN";"Danyang Railway Station"
"DYR";"EN";"Anadyr Ugolny Airport"
"DYS";"EN";"Abilene Dyess AFB Airport"
"DYU";"EN";"Dushanbe International Airport"
"DYW";"EN";"Daly Waters Airport"
"DZA";"EN";"Dzaoudzi Pamandzi Intl Airport"
"DZI";"EN";"Agustin Codazzi Las Flores Airport"
"DZN";"EN";"Zhezkazgan Airport"
"DZO";"EN";"Durazno Santa Bernardina Airport"
"DZU";"EN";"Dazu Airport"
"EAA";"EN";"Eagle Airport"
"EAB";"EN";"Abbs Airport"
"EAE";"EN";"Emae Island Siwo Airport"
"EAL";"EN";"Elenak Airport"
"EAM";"EN";"Nejran Airport"
"EAN";"EN";"Wheatland Phifer Airfield Airport"
"EAP";"EN";"Basel/Mulhouse Metropolitan Area"
"EAR";"EN";"Kearney Regional Airport"
"EAS";"EN";"San Sebastian Airport"
"EAT";"EN";"Wenatchee Pangborn Memorial Airport"
"EAU";"EN";"Eau Claire Chippewa Valley Rgnl Airport"
"EBA";"EN";"Elba Island Marina di Campo Airport"
"EBB";"EN";"Entebbe International Airport"
"EBD";"EN";"El Obeid Airport"
"EBG";"EN";"El Bagre Airport"
"EBH";"EN";"El Bayadh Airport"
"EBJ";"EN";"Esbjerg Airport"
"EBL";"EN";"Erbil International Airport"
"EBM";"EN";"El Borma Airport"
"EBN";"EN";"Ebadon Island Airport"
"EBO";"EN";"Ebon Island Airport"
"EBS";"EN";"Webster City Municipal Airport"
"EBU";"EN";"St-Etienne Boutheon Airport"
"EBW";"EN";"Ebolowa Airport"
"ECA";"EN";"East Tawas Iosco County Airport"
"ECC";"EN";"East Coast Cities Off-line Point"
"ECG";"EN";"Elizabeth City Regional Airport"
"ECH";"EN";"Echuca Airport"
"ECI";"EN";"Rivas Costa Esmeralda Airport"
"ECN";"EN";"Ercan Airport"
"ECO";"EN";"El Encanto Airport"
"ECP";"EN";"Panama City NW Florida Beaches Int Apt"
"ECR";"EN";"El Charco Airport"
"ECS";"EN";"Newcastle Mondell Field Airport"
"EDA";"EN";"Edna Bay Sea Plane Base Airport"
"EDB";"EN";"El Debba Airport"
"EDD";"EN";"Erldunda Airport"
"EDE";"EN";"Edenton Northeastern Regional Airport"
"EDF";"EN";"Anchorage Elmendorf AFB Airport"
"EDG";"EN";"Edgewood Weide AHP Heliport"
"EDI";"EN";"Edinburgh Airport"
"EDK";"EN";"El Dorado Capt. Jack Thomas Mem. Airport"
"EDL";"EN";"Eldoret International Airport"
"EDM";"EN";"La Roche-sur-Yon Les Ajoncs Airport"
"EDN";"EN";"Yedinka Airport"
"EDO";"EN";"Edremit Koca Seyit Airport"
"EDQ";"EN";"Erandique Airport"
"EDR";"EN";"Pormpuraaw Airport"
"EDW";"EN";"Edwards AFB Airport"
"EED";"EN";"Needles Airport"
"EEK";"EN";"Eek Airport"
"EEL";"EN";"Tudela Railway Station"
"EEM";"EN";"Albacete Railway Station"
"EEN";"EN";"Keene Dillant-Hopkins Airport"
"EEP";"EN";"Pamplona Railway Station"
"EER";"EN";"Reus Railway Station"
"EEU";"EN";"Leon Railway Station"
"EFD";"EN";"Houston Ellington Airport"
"EFG";"EN";"Efogi Airport"
"EFK";"EN";"Newport Airport"
"EFL";"EN";"Kefallinia Airport"
"EFW";"EN";"Jefferson Municipal Airport"
"EGA";"EN";"Engati Airport"
"EGC";"EN";"Bergerac Roumaniere Airport"
"EGE";"EN";"Vail/Eagle County Regional Airport"
"EGI";"EN";"Crestview Duke Field Airport"
"EGL";"EN";"Negele Airport"
"EGM";"EN";"Seghe Airport"
"EGN";"EN";"Geneina Airport"
"EGO";"EN";"Belgorod Airport"
"EGP";"EN";"Eagle Pass Maverick Co. Mem. Intl Apt"
"EGS";"EN";"Egilsstadir Airport"
"EGV";"EN";"Eagle River Union Airport"
"EGX";"EN";"Egegik Airport"
"EHL";"EN";"El Bolson Airport"
"EHM";"EN";"Cape Newenham Airport"
"EHT";"EN";"East Hartford Rentschler Airport"
"EIA";"EN";"Eia Popondetta Airport"
"EIB";"EN";"Eisenach Kindel Airport"
"EIE";"EN";"Yeniseysk Airport"
"EIH";"EN";"Einasleigh Airport"
"EIK";"EN";"Yeysk Airport"
"EIL";"EN";"Fairbanks Eielson AFB Airport"
"EIN";"EN";"Eindhoven Airport"
"EIS";"EN";"Tortola Terrance B. Lettsome Airport"
"EIY";"EN";"Ein Yahav Airport"
"EIZ";"EN";"Eisenach Hbf Railway Station"
"EJA";"EN";"Barrancabermeja Yariguies Airport"
"EJH";"EN";"Wedjh Airport"
"EJJ";"EN";"Jingzhou Railway Station"
"EJN";"EN";"Ejina Banner Taolai Airport"
"EJQ";"EN";"Shiyan Railway Station"
"EJT";"EN";"Enejet Island Airport"
"EKA";"EN";"Arcata/Eureka Murray Field Airport"
"EKB";"EN";"Ekibastuz Airport"
"EKD";"EN";"Elkedra Airport"
"EKE";"EN";"Ekereku Airport"
"EKI";"EN";"Elkhart Municipal Airport"
"EKN";"EN";"Elkins Randolph County Airport"
"EKO";"EN";"Elko Regional Airport"
"EKS";"EN";"Shakhtersk Airport"
"EKT";"EN";"Eskilstuna Airport"
"EKX";"EN";"Elizabethtown Airport"
"ELA";"EN";"Eagle Lake Airport"
"ELB";"EN";"El Banco Las Flores Airport"
"ELC";"EN";"Elcho Island Airport"
"ELD";"EN";"El Dorado South Arkansas Rgnl Airport"
"ELE";"EN";"El Real Airport"
"ELF";"EN";"El Fasher Airport"
"ELG";"EN";"El Golea Airport"
"ELH";"EN";"North Eleuthera Airport"
"ELI";"EN";"Elim Airport"
"ELJ";"EN";"El Recreo Airport"
"ELK";"EN";"Elk City Regional Business Airport"
"ELL";"EN";"Ellisras Matimba Airport"
"ELM";"EN";"Elmira/Corning Regional Airport"
"ELN";"EN";"Ellensburg Bowers Field Airport"
"ELO";"EN";"Eldorado Airport"
"ELP";"EN";"El Paso International Airport"
"ELQ";"EN";"Gassim Airport"
"ELR";"EN";"Elelim Airport"
"ELS";"EN";"East London Airport"
"ELT";"EN";"El-Tor Airport"
"ELU";"EN";"El Oued Guemar Airport"
"ELV";"EN";"Elfin Cove Sea Plane Base Airport"
"ELW";"EN";"Ellamar Sea Plane Base Airport"
"ELX";"EN";"El Tigre Airport"
"ELY";"EN";"Ely Yelland Field Airport"
"ELZ";"EN";"Wellsville Municipal Airport"
"EMA";"EN";"Nottingham East Midlands Airport"
"EMD";"EN";"Emerald Airport"
"EME";"EN";"Emden Airport"
"EMG";"EN";"Empangeni Airport"
"EMI";"EN";"Emirau Island Airport"
"EMK";"EN";"Emmonak Airport"
"EML";"EN";"Emmen Airport"
"EMM";"EN";"Kemmerer Municipal Airport"
"EMN";"EN";"Nema Airport"
"EMO";"EN";"Emo Airport"
"EMP";"EN";"Emporia Municipal Airport"
"EMS";"EN";"Embessa Airport"
"EMT";"EN";"El Monte San Gabriel Valley Airport"
"EMX";"EN";"El Maiten Airport"
"EMY";"EN";"El-Minya Airport"
"ENA";"EN";"Kenai Municipal Airport"
"ENB";"EN";"Eneabba Airport"
"ENC";"EN";"Metz/Nancy-Essey Airport"
"END";"EN";"Enid Vance AFB Airport"
"ENE";"EN";"Ende H.Hasan Aroeboesman Airport"
"ENF";"EN";"Enontekio Airport"
"ENH";"EN";"Enshi Xujiaping Airport"
"ENI";"EN";"El Nido Airport"
"ENJ";"EN";"El Naranjo Airport"
"ENK";"EN";"Enniskillen St Angelo Airport"
"ENL";"EN";"Centralia Municipal Airport"
"ENN";"EN";"Nenana Municipal Airport"
"ENO";"EN";"Encarnacion R.Amin Ayub Gonzalez Airport"
"ENS";"EN";"Enschede Twenthe Airport"
"ENT";"EN";"Enewetak Island Airport"
"ENU";"EN";"Enugu Akanu Ibiam Intl Airport"
"ENV";"EN";"Wendover Airport"
"ENW";"EN";"Kenosha Regional Airport"
"ENY";"EN";"Yan'an Ershilipu Airport"
"EOH";"EN";"Medellin Enrique Olaya Herrera Airport"
"EOI";"EN";"Eday Airport"
"EOK";"EN";"Keokuk Municipal Airport"
"EOR";"EN";"El Dorado Airport"
"EOS";"EN";"Neosho Hugh Robinson Airport"
"EOZ";"EN";"Elorza Airport"
"EPA";"EN";"El Palomar Airport"
"EPG";"EN";"Weeping Water Browns Airport"
"EPH";"EN";"Ephrata Municipal Airport"
"EPK";"EN";"Episkopi Off-line Point"
"EPL";"EN";"Epinal Mirecourt Airport"
"EPN";"EN";"Epena Airport"
"EPR";"EN";"Esperance Airport"
"EPS";"EN";"Samana El Portillo Airport"
"EPT";"EN";"Eliptamin Airport"
"EPU";"EN";"Parnu Airport"
"EQS";"EN";"Esquel Airport"
"ERA";"EN";"Erigavo Airport"
"ERB";"EN";"Ernabella Airport"
"ERC";"EN";"Erzincan Airport"
"ERD";"EN";"Berdiansk Airport"
"ERE";"EN";"Erave Airport"
"ERF";"EN";"Erfurt-Weimar Airport"
"ERG";"EN";"Yerbogachen Airport"
"ERH";"EN";"Errachidia Moulay Ali Cherif Airport"
"ERI";"EN";"Erie International Airport"
"ERL";"EN";"Erenhot Saiwusu Intl Airport"
"ERM";"EN";"Erechim Airport"
"ERN";"EN";"Eirunepe Amaury Feitosa Tomaz Airport"
"ERO";"EN";"Eldred Rock Coast Guard Heliport"
"ERQ";"EN";"Elrose Mine Airport"
"ERR";"EN";"Errol Airport"
"ERS";"EN";"Windhoek Eros Airport"
"ERT";"EN";"Erdenet Airport"
"ERU";"EN";"Erume Airport"
"ERV";"EN";"Kerrville Municipal Airport"
"ERZ";"EN";"Erzurum Airport"
"ESA";"EN";"Esa'ala Airport"
"ESB";"EN";"Ankara Esenboga Airport"
"ESC";"EN";"Escanaba Delta County Airport"
"ESD";"EN";"Eastsound Orcas Island Airport"
"ESE";"EN";"Ensenada Airport"
"ESF";"EN";"Alexandria Esler Regional Airport"
"ESG";"EN";"Luis Maria Argana Intl Airport"
"ESH";"EN";"Shoreham-by-sea Airport"
"ESI";"EN";"Espinosa Airport"
"ESK";"EN";"Eskisehir Airport"
"ESL";"EN";"Elista Airport"
"ESM";"EN";"Esmeraldas C.Concha Torres Intl Airport"
"ESN";"EN";"Easton Newnam Field Airport"
"ESO";"EN";"Espanola Ohkay Owingeh Airport"
"ESP";"EN";"East Stroudsburg Birchwood-Pocono Apt"
"ESR";"EN";"El Salvador Ricardo Garcia Posada Apt"
"ESS";"EN";"Essen Muelheim Airport"
"EST";"EN";"Estherville Municipal Airport"
"ESU";"EN";"Essaouira Mogador Airport"
"ESW";"EN";"Easton State Airport"
"ESZ";"EN";"Essen Hbf Railway Station"
"ETB";"EN";"West Bend Municipal Airport"
"ETD";"EN";"Etadunna Airport"
"ETE";"EN";"Metema Genda Wuha Airport"
"ETH";"EN";"Eilat Airport"
"ETL";"EN";"Svetlaya Airport"
"ETM";"EN";"Ramon Airport"
"ETN";"EN";"Eastland Municipal Airport"
"ETR";"EN";"Santa Rosa International Airport"
"ETS";"EN";"Enterprise Municipal Airport"
"ETZ";"EN";"Metz/Nancy Lorraine Airport"
"EUA";"EN";"Eua Kaufana Airport"
"EUC";"EN";"Eucla Airport"
"EUE";"EN";"Eureka Airport"
"EUF";"EN";"Eufaula Weedon Field Airport"
"EUG";"EN";"Eugene Mahlon Sweet Field Airport"
"EUM";"EN";"Neumuenster Airport"
"EUN";"EN";"Laayoune Hassan I Airport"
"EUO";"EN";"Paratebueno Airport"
"EUQ";"EN";"Antique Evelio Javier Airport"
"EUX";"EN";"St Eustatius F.D. Roosevelt Airport"
"EVA";"EN";"Evadale Ben Bruce Mem. Airpark Airport"
"EVD";"EN";"Eva Downs Airport"
"EVE";"EN";"Harstad-Narvik Evenes Airport"
"EVG";"EN";"Sveg Airport"
"EVH";"EN";"Evans Head Airport"
"EVI";"EN";"Sevilla Bus Station"
"EVM";"EN";"Eveleth-Virginia Muni Airport"
"EVN";"EN";"Yerevan Zvartnots Intl Airport"
"EVV";"EN";"Evansville Regional Airport"
"EVW";"EN";"Evanston Uinta County Airport"
"EVX";"EN";"Evreux Fauville Airport"
"EWB";"EN";"New Bedford Airport"
"EWE";"EN";"Ewer Airport"
"EWI";"EN";"Enarotali Airport"
"EWK";"EN";"Newton City-County Airport"
"EWN";"EN";"New Bern Coastal Carolina Rgnl Airport"
"EWO";"EN";"Ewo Airport"
"EWR";"EN";"New York Newark Liberty Intl Airport"
"EWV";"EN";"Enshi Railway Station"
"EXI";"EN";"Excursion Inlet Sea Plane Base Airport"
"EXM";"EN";"Exmouth Airport"
"EXS";"EN";"Exeter St. Thomas Railway Stn."
"EXT";"EN";"Exeter Airport"
"EYK";"EN";"Beloyarsky Airport"
"EYL";"EN";"Yelimane Airport"
"EYP";"EN";"Yopal El Alcaravan Airport"
"EYR";"EN";"Yerington Airport"
"EYS";"EN";"Eliye Springs Airport"
"EYW";"EN";"Key West International Airport"
"EZE";"EN";"Buenos Aires Ministro Pistarini Airport"
"EZS";"EN";"Elazig Airport"
"EZV";"EN";"Berezovo Airport"
"FAA";"EN";"Faranah Badala Airport"
"FAB";"EN";"Farnborough Airport"
"FAC";"EN";"Faaite Airport"
"FAE";"EN";"Faroe Islands Vagar Airport"
"FAF";"EN";"Fort Eustis Felker AAF Airport"
"FAG";"EN";"Fagurholsmyri Airport"
"FAH";"EN";"Farah Airport"
"FAI";"EN";"Fairbanks International Airport"
"FAJ";"EN";"Fajardo Diego Jimenez Torres Airport"
"FAK";"EN";"False Island Sea Plane Base Airport"
"FAM";"EN";"Farmington Regional Airport"
"FAO";"EN";"Faro Airport"
"FAQ";"EN";"Freida River Airport"
"FAR";"EN";"Fargo Hector Intl Airport"
"FAS";"EN";"Faskrudsfjordur Airport"
"FAT";"EN";"Fresno Yosemite Intl Airport"
"FAU";"EN";"Fahud Airport"
"FAV";"EN";"Fakarava Airport"
"FAY";"EN";"Fayetteville Rgl (Grannis Fld) Airport"
"FAZ";"EN";"Fasa Airport"
"FBA";"EN";"Fonte Boa Airport"
"FBD";"EN";"Faizabad Airport"
"FBE";"EN";"Francisco Beltrao Paulo Abdala Airport"
"FBG";"EN";"Fort Bragg Simmons AAF Airport"
"FBK";"EN";"Fairbanks Ladd AAF Airport"
"FBL";"EN";"Faribault Municipal Airport"
"FBM";"EN";"Lubumbashi Luano Intl Airport"
"FBR";"EN";"Fort Bridger Airport"
"FBS";"EN";"Friday Harbor Sea Plane Base Airport"
"FBY";"EN";"Fairbury Municipal Airport"
"FCA";"EN";"Kalispell Glacier Park Intl Airport"
"FCB";"EN";"Ficksburg Airport"
"FCH";"EN";"Fresno Chandler Executive Airport"
"FCM";"EN";"Minneapolis/St Paul Flying Cloud Airport"
"FCN";"EN";"Cuxhaven Nordholz Airport"
"FCO";"EN";"Rome Fiumicino Airport"
"FCS";"EN";"Fort Carson/Butts AAF Airport"
"FCT";"EN";"Yakima Vagabond AHP Heliport"
"FCY";"EN";"Forrest City Municipal Airport"
"FDE";"EN";"Forde Bringeland Airport"
"FDF";"EN";"Fort-de-France Martinique A. Cesaire Apt"
"FDH";"EN";"Friedrichshafen Airport"
"FDK";"EN";"Frederick Municipal Airport"
"FDR";"EN";"Frederick Regional Airport"
"FDU";"EN";"Bandundu Airport"
"FDY";"EN";"Findlay Airport"
"FEA";"EN";"Fetlar Airport"
